value1	value2	log2.Fold_change.	log2.Fold_change..normalized	z.score	p.value	q.value.Benjamini.et.al..1995.	q.value.Storey.et.al..2003.	Signature.p.value...0.001.
NM_001080624	5305	7968	-0.586864896265954	-0.375320888007998	-14.8529471390026	6.6576262584018e-50	9.82060544070447e-50	1.72639415143121e-51	TRUE
NM_001077531	204	696	-1.77051815387723	-1.55897414561928	-14.8522671602863	6.72551051704059e-50	9.91964517832561e-50	1.74380464865776e-51	TRUE
NM_001083830	250	784	-1.64892555945312	-1.43738155119516	-14.8432892345597	7.68914339489469e-50	1.13384298691943e-49	1.9932171321594e-51	TRUE
NM_131465	3660	5770	-0.656727670361441	-0.445183662103485	-14.8116149322893	1.23243351243299e-49	1.81534492885838e-49	3.19125015960992e-51	TRUE
NM_001113640	149	583	-1.96818355273834	-1.75663954448038	-14.8009725116083	1.4437990242142e-49	2.12621219335646e-49	3.73773319524483e-51	TRUE
NM_001326539	1134	2219	-0.968489027254783	-0.756945018996827	-14.7962731884094	1.54826674773428e-49	2.27955393045685e-49	4.0072973068455e-51	TRUE
NM_201088	501	1224	-1.28872104949744	-1.07717704123949	-14.794024793047	1.60087768659349e-49	2.35675456143418e-49	4.14301064815707e-51	TRUE
NM_200985	2051	3548	-0.790678517821211	-0.579134509563255	-14.7626217191871	2.55165641759501e-49	3.75562876673247e-49	6.60213423396496e-51	TRUE
NM_200334	931	1908	-1.03520809844672	-0.82366409018876	-14.7579917138654	2.73298354568839e-49	4.02074058269503e-49	7.06818237256141e-51	TRUE
NM_001003610	146	575	-1.97759358695172	-1.76604957869376	-14.7537340906861	2.91102349693992e-49	4.28172791916904e-49	7.52697996300205e-51	TRUE
NM_001128746	0	266	-9.05528243550119	-8.84373842724323	-14.7398259658119	3.57705359531297e-49	5.26050038123556e-49	9.24708472223623e-51	TRUE
NM_001320056	708	1558	-1.13787396797867	-0.926329959720716	-14.7336609480596	3.91888159207812e-49	5.7609802708731e-49	1.01274027413044e-50	TRUE
NM_001009917	107	490	-2.19517095260142	-1.98362694434347	-14.731561282787	4.04257187083899e-49	5.94215792660251e-49	1.04459004623561e-50	TRUE
NM_001326365	24	277	-3.52877966532803	-3.31723565707008	-14.7008591643039	6.36470169238412e-49	9.35132868303417e-49	1.64389856042756e-50	TRUE
NM_001080045	916	1879	-1.03654556332311	-0.825001555065155	-14.6657886858422	1.0676930197355e-48	1.56732687540374e-48	2.75525166693172e-50	TRUE
NM_001017547	1222	2341	-0.937880649293282	-0.726336641035326	-14.6605967662517	1.15255502747788e-48	1.69171464464054e-48	2.9739167162676e-50	TRUE
NM_001020503	733	1592	-1.11895523240984	-0.907411224151882	-14.637291617168	1.62409946390442e-48	2.38358327739088e-48	4.19017366534346e-50	TRUE
NM_001045099	73	406	-2.47551135830516	-2.2639673500472	-14.5789460606621	3.82374297465477e-48	5.60692474838474e-48	9.85658384462287e-50	TRUE
NM_212830	133	541	-2.02420234832563	-1.81265834006767	-14.5704189674744	4.33225908255591e-48	6.34909874763516e-48	1.11612741301521e-49	TRUE
NM_001008653	504	1216	-1.27064758994367	-1.05910358168571	-14.5436673377514	6.40663725658615e-48	9.38712244069031e-48	1.65019085414085e-49	TRUE
NM_001123053	402	1043	-1.37547175134084	-1.16392774308288	-14.5361005428845	7.15542241613504e-48	1.04819560053825e-47	1.8426549821712e-49	TRUE
NM_001115066	54	357	-2.72489276186563	-2.51334875360767	-14.5348969393356	7.28230523718785e-48	1.06666561519586e-47	1.87512398367448e-49	TRUE
NM_001079826	1745	3092	-0.825313282827834	-0.613769274569877	-14.5181125643124	9.30368445903968e-48	1.36214671928534e-47	2.39455921914803e-49	TRUE
NM_001017815	1450	2666	-0.878623880186677	-0.66707987192872	-14.5171290897093	9.43810602305782e-48	1.38167581486422e-47	2.42889001127046e-49	TRUE
NM_001161399	67	389	-2.53753715452842	-2.32599314627046	-14.5046837916397	1.13157727941222e-47	1.6563721351826e-47	2.91178704209069e-49	TRUE
NM_001144056	192	658	-1.77698127301409	-1.56543726475613	-14.4847635873198	1.51242128282613e-47	2.21311350108044e-47	3.89049965176551e-49	TRUE
NM_001020754	196	665	-1.76250068627334	-1.55095667801539	-14.4631558383851	2.07081137730014e-47	3.02887350848478e-47	5.32454902301619e-49	TRUE
NM_001270595	167	607	-1.86184841378163	-1.65030440552367	-14.4522101710303	2.42768831933073e-47	3.55047090311494e-47	6.24148097484774e-49	TRUE
NM_001002176	627	1412	-1.17120274046914	-0.959658732211185	-14.447311379381	2.60663915929087e-47	3.81093270562407e-47	6.69935471311976e-49	TRUE
NM_001110115	442	1107	-1.32453694739012	-1.11299293913216	-14.4470524969537	2.61645300633385e-47	3.82486189891432e-47	6.72384126639352e-49	TRUE
NM_001100147	5855	8632	-0.560025694099439	-0.348481685841483	-14.4208706462561	3.8248693516191e-47	5.58893810280353e-47	9.82496457234608e-49	TRUE
NM_001302240	534	1258	-1.23622027519173	-1.02467626693378	-14.3974859367708	5.36601953859402e-47	7.83316844319901e-47	1.37701654639983e-48	TRUE
NM_001122700	3894	6036	-0.632339921806388	-0.420795913548431	-14.3799401056751	6.91543751076932e-47	1.00916569247966e-46	1.77404311764808e-48	TRUE
NM_001082844	135	537	-1.99196268093458	-1.78041867267663	-14.3381465510408	1.26385887516139e-46	1.84333458048332e-46	3.24045402097838e-48	TRUE
NM_001017720	86	429	-2.31856908279745	-2.10702507453949	-14.3318551345792	1.38374254039009e-46	2.01796416778085e-46	3.54744069302991e-48	TRUE
NM_001017856	120	504	-2.0703893278914	-1.85884531963344	-14.3067184789326	1.98668916502911e-46	2.89568294147553e-46	5.09040926727616e-48	TRUE
NM_001142585	18	247	-3.77844223014237	-3.56689822188441	-14.2947545852642	2.35936051208404e-46	3.43774143790182e-46	6.04331041335542e-48	TRUE
NM_001328509	165	597	-1.85526490701899	-1.64372089876103	-14.2917878063582	2.46206682286898e-46	3.58621731594594e-46	6.30432068307011e-48	TRUE
NM_001079963	4679	7069	-0.595305913199271	-0.383761904941314	-14.2836747849835	2.76621577010909e-46	4.02879762177302e-46	7.08234608703511e-48	TRUE
NM_001001838	4402	6701	-0.606217261891356	-0.3946732536334	-14.2752942071042	3.11968441027438e-46	4.54260883380264e-46	7.98559047124702e-48	TRUE
NM_001317752	896	1823	-1.02474392398153	-0.813199915723574	-14.2680967978489	3.4588997886852e-46	5.03599517859814e-46	8.85292935905174e-48	TRUE
NM_001005971	425	1068	-1.32937690066249	-1.11783289240453	-14.2400419625365	5.16960049769148e-46	7.52423379249832e-46	1.32270798290399e-47	TRUE
NM_001007162	456	1119	-1.29510430681165	-1.0835602985537	-14.2133419042398	7.57238117295e-46	1.10142226536951e-45	1.93622375796581e-47	TRUE
NM_001166258	1504	2720	-0.854802084460065	-0.643258076202109	-14.1982678364253	9.39049205028863e-46	1.36527632922759e-45	2.40006085581716e-47	TRUE
NM_001244782	422	1060	-1.32874936074338	-1.11720535248542	-14.1801857471417	1.21524470997408e-45	1.76568141192405e-45	3.10394515006379e-47	TRUE
NM_194426	97	449	-2.21065879255402	-1.99911478429606	-14.1737914809199	1.33115043122763e-45	1.93387541977956e-45	3.39961852093766e-47	TRUE
NM_001005974	0	242	-8.91886323727459	-8.70731922901664	-14.1734104967371	1.33839360246002e-45	1.94408094493404e-45	3.41737326642362e-47	TRUE
NM_001126440	2013	3443	-0.774319008648577	-0.562775000390621	-14.1718533192925	1.36840824288828e-45	1.98735439646874e-45	3.49363084343466e-47	TRUE
NM_131556	93	439	-2.23891831842733	-2.02737431016937	-14.1437505415447	2.04109697861008e-45	2.96269663612598e-45	5.2082146828474e-47	TRUE
NM_213230	2486	4099	-0.721445693582295	-0.509901685324339	-14.1393199267538	2.17374902999738e-45	3.15490104842789e-45	5.54609667523655e-47	TRUE
NM_001128687	2403	3982	-0.728656572590635	-0.517112564332679	-14.1154927426196	3.0487746419965e-45	4.42247844549438e-45	7.77440960155753e-47	TRUE
NM_131800	7568	10801	-0.513180895288945	-0.301636887030989	-14.0766704607275	5.28413469982691e-45	7.66170844532991e-45	1.34687507097728e-46	TRUE
NM_001076599	584	1322	-1.17868190262767	-0.967137894369719	-14.0699986736404	5.80704927897245e-45	8.41899208244469e-45	1.48000026880579e-46	TRUE
NM_001316925	150	558	-1.89530262133331	-1.68375861307535	-14.0557841608077	7.09911786461768e-45	1.02888669377148e-44	1.8087112666702e-46	TRUE
NM_001002144	2278	3803	-0.739370191922481	-0.527826183664524	-14.0542592642605	7.25369075610422e-45	1.05117510968004e-44	1.84789275206998e-46	TRUE
NM_001099257	7217	10345	-0.519462485321659	-0.307918477063703	-14.0478964856163	7.93562935204991e-45	1.14974931504041e-44	2.02117935099062e-46	TRUE
NM_001017676	62	362	-2.54564957669633	-2.33410556843837	-14.021332224558	1.15427304827561e-44	1.67073079196537e-44	2.93702856232267e-46	TRUE
NM_001161337	1683	2962	-0.815536463958898	-0.603992455700942	-14.0069954170746	1.41255762500833e-44	2.04435835313333e-44	3.59383983562804e-46	TRUE
NM_194387	207	666	-1.68589140957194	-1.47434740131398	-13.9429591142319	3.47239413431818e-44	5.02115335892636e-44	8.82683847205637e-46	TRUE
NM_001312882	2202	3686	-0.743241602066345	-0.531697593808388	-13.9285133289233	4.25112286502238e-44	6.14654555429935e-44	1.08051997002811e-45	TRUE
NM_001013312	308	850	-1.46453249033016	-1.25298848207221	-13.91020840532	5.4919194491479e-44	7.93627229995899e-44	1.39514148751219e-45	TRUE
NM_199749	385	980	-1.34792330342031	-1.13637929516235	-13.8225854083251	1.86258071772818e-43	2.68780018419518e-43	4.72496583456816e-45	TRUE
NM_173271	2449	4018	-0.714284790169312	-0.502740781911356	-13.819459057015	1.94526122435287e-43	2.80680911831531e-43	4.93417526577235e-45	TRUE
NM_001089400	107	459	-2.10088335701266	-1.8893393487547	-13.8039345096379	2.41314081644927e-43	3.48078229238103e-43	6.11897324279516e-45	TRUE
NM_001320519	2359	3890	-0.721594736634092	-0.510050728376136	-13.7778000709807	3.46676314861413e-43	4.99731812247334e-43	8.78493778369361e-45	TRUE
NM_200459	2679	4324	-0.690671941892271	-0.479127933634315	-13.7187219493202	7.8435819743231e-43	1.12955023924416e-42	1.9856707802314e-44	TRUE
NM_001113552	70	372	-2.40987579416306	-2.19833178590511	-13.7055736598881	9.40212608573291e-43	1.35326570110883e-42	2.3789470067124e-44	TRUE
NM_001082979	220	681	-1.63015127448741	-1.41860726622946	-13.6977308495921	1.04746888328583e-42	1.50715434407919e-42	2.64947254080478e-44	TRUE
NM_200901	1710	2975	-0.798893343309407	-0.587349335051451	-13.6903155522139	1.16004383461827e-42	1.66877360416809e-42	2.93358796226305e-44	TRUE
NM_001004662	69	369	-2.41895254928223	-2.20740854102427	-13.685016152328	1.24779419304644e-42	1.79423319198258e-42	3.15413719413237e-44	TRUE
NM_001114549	178	600	-1.75308525952948	-1.54154125127153	-13.6770329444144	1.39260105289891e-42	2.00223885232688e-42	3.51979668188105e-44	TRUE
NM_001145617	1387	2511	-0.856294240947896	-0.64475023268994	-13.6699853184457	1.53426139272657e-42	2.20472685230502e-42	3.87575650636229e-44	TRUE
NM_001017892	5484	8047	-0.55322246157613	-0.341678453318174	-13.6679015921334	1.57882717580418e-42	2.26852357496116e-42	3.98790670885136e-44	TRUE
NM_131795	193	627	-1.69986459553396	-1.488320587276	-13.623749685193	2.89322909197946e-42	4.15442809616061e-42	7.3031957256178e-44	TRUE
NM_001089505	40	293	-2.87282875953489	-2.66128475127693	-13.5899206006226	4.59578699707269e-42	6.59773592334e-42	1.15983609966971e-43	TRUE
NM_001145703	28	259	-3.20945336562895	-2.99790935737099	-13.5777119269198	5.42962283711065e-42	7.793957150035e-42	1.3701234737072e-43	TRUE
NM_001128385	70	368	-2.39427893911205	-2.18273493085409	-13.571604526142	5.90158351270289e-42	8.47052302543362e-42	1.48905905027613e-43	TRUE
NM_001166337	122	483	-1.98514204127289	-1.77359803301493	-13.5620633460364	6.72182801250958e-42	9.64574374371943e-42	1.69565468095691e-43	TRUE
NM_001003637	1940	3288	-0.761153646607193	-0.549609638349237	-13.5560839868169	7.29267944593912e-42	1.0463784390359e-41	1.83946053860169e-43	TRUE
NM_001003470	4766	7091	-0.573210144668472	-0.361666136410516	-13.5339209851376	9.86198850684757e-42	1.41427184837245e-41	2.48619157169688e-43	TRUE
NM_001077308	96	426	-2.14974711950468	-1.93820311124673	-13.5273671128387	1.07816450480262e-41	1.54599042168304e-41	2.71774366486595e-43	TRUE
NM_001302248	147	533	-1.85831937792281	-1.64677536966486	-13.5219514517208	1.16055831988986e-41	1.66395703283329e-41	2.92512076476433e-43	TRUE
NM_001159819	1679	2917	-0.796883155961147	-0.585339147703191	-13.5145163794235	1.28396685136081e-41	1.84010445729473e-41	3.23477568901113e-43	TRUE
NM_001109695	363	928	-1.35415525713182	-1.14261124887387	-13.5100318901549	1.36462324494642e-41	1.95464751828966e-41	3.43613442578417e-43	TRUE
NM_001123297	39	288	-2.88452278258006	-2.67297877432211	-13.5052756259095	1.45567936376716e-41	2.08485008834692e-41	3.66502149064526e-43	TRUE
NM_001082953	189	614	-1.69985242114911	-1.48830841289115	-13.4816927690584	2.00454408473227e-41	2.87002055403825e-41	5.04529657452929e-43	TRUE
NM_001177933	4893	7250	-0.567261712356618	-0.355717704098662	-13.4736221407285	2.23620941386806e-41	3.20102267261164e-41	5.62717528360351e-43	TRUE
NM_001025181	216	664	-1.62015192918346	-1.4086079209255	-13.4536329292379	2.93110135289731e-41	4.19302918763693e-41	7.37105376040592e-43	TRUE
NM_200330	8009	11265	-0.49215328881102	-0.280609280553063	-13.4225232283313	4.46256143944203e-41	6.38109492047424e-41	1.12175211772319e-42	TRUE
NM_001003421	2472	4012	-0.698642862707807	-0.487098854449851	-13.4158044201818	4.88602445154977e-41	6.98586408201237e-41	1.22806633121536e-42	TRUE
NM_200967	147	529	-1.84745156727766	-1.63590755901971	-13.4074406522161	5.46939249064168e-41	7.81910580452082e-41	1.37454443230113e-42	TRUE
NM_001252462	304	821	-1.43331089833422	-1.22176689007626	-13.4025263525349	5.84394618707322e-41	8.35367773305243e-41	1.46851846032909e-42	TRUE
NM_131295	297	808	-1.44389236195103	-1.23234835369307	-13.3865777078691	7.24425687942253e-41	1.03465033548458e-40	1.81884334804188e-42	TRUE
NR_104087	0	209	-8.70735913208088	-8.49581512382293	-13.3314589873286	1.51897668340551e-40	2.16702255544012e-40	3.80927149828884e-42	TRUE
NM_001098489	2501	4043	-0.692921146090724	-0.481377137832767	-13.3225425898733	1.71176915079958e-40	2.44141463631075e-40	4.29183717317033e-42	TRUE
NM_001033748	53	319	-2.58949215920167	-2.37794815094371	-13.3079976577902	2.07981196402897e-40	2.96570303979101e-40	5.21349973144801e-42	TRUE
NM_001004018	856	1702	-0.991548335284817	-0.780004327026861	-13.2999592593642	2.31594482303719e-40	3.30100620843619e-40	5.80293938748601e-42	TRUE
NM_001110834	499	1144	-1.19697533144113	-0.985431323183173	-13.2939010128528	2.51135993809031e-40	3.57877500941821e-40	6.29123762567593e-42	TRUE
NM_001012380	19	224	-3.55942740861402	-3.34788340035606	-13.2713269637208	3.39514874337075e-40	4.83768846766678e-40	8.50431994997961e-42	TRUE
NM_200994	1470	2599	-0.822140478748473	-0.610596470490517	-13.2489372956094	4.57637565871529e-40	6.51871152495828e-40	1.14594415990995e-41	TRUE
NM_001081691	75	370	-2.30256277002043	-2.09101876176248	-13.2454713078323	4.79263675651123e-40	6.82384809110256e-40	1.19958504654978e-41	TRUE
NM_001044755	2838	4493	-0.662804472462886	-0.45126046420493	-13.2346435437432	5.53587521784148e-40	7.88040482454484e-40	1.38532037379445e-41	TRUE
NM_001076715	273	759	-1.47519893449561	-1.26365492623766	-13.2319448213303	5.73830766271341e-40	8.16682942852765e-40	1.43567182759508e-41	TRUE
NM_001006007	92	407	-2.14532302820923	-1.93377901995128	-13.2021959658684	8.52141819453732e-40	1.21161646688513e-39	2.12993750216095e-41	TRUE
NM_001080702	430	1025	-1.25321534480335	-1.04167133654539	-13.1726490484485	1.26094426271444e-39	1.79229906165924e-39	3.15073712750871e-41	TRUE
NM_001198890	76	370	-2.28345394707273	-2.07190993881477	-13.167958340211	1.34177192443069e-39	1.90698406543715e-39	3.35234538982461e-41	TRUE
NM_001002373	1491	2622	-0.814387427938312	-0.602843419680356	-13.1561248337334	1.56930547315063e-39	2.22870416765432e-39	3.91790695954563e-41	TRUE
NM_131238	825	1646	-0.996498311288448	-0.784954303030492	-13.1510442405422	1.67840354408195e-39	2.38313672808829e-39	4.18938866271914e-41	TRUE
NM_001302747	0	202	-8.6582114827518	-8.44666747449384	-13.141934421675	1.8932413449106e-39	2.68760975017925e-39	4.72412887188169e-41	TRUE
NM_199600	1482	2608	-0.815398421925243	-0.603854413667287	-13.1406563407181	1.92549323059899e-39	2.73281290269092e-39	4.8040950638405e-41	TRUE
NM_001080025	76	369	-2.27954949261681	-2.06800548435885	-13.1342541775998	2.09545795010995e-39	2.97372427904019e-39	5.22760051231191e-41	TRUE
NM_001045410	1373	2451	-0.836038858719739	-0.624494850461783	-13.1273792840667	2.29460967672699e-39	3.25530836322237e-39	5.72260575308183e-41	TRUE
NM_001159839	195	611	-1.64769825606912	-1.43615424781116	-13.0952560098327	3.50490543321935e-39	4.96757664563906e-39	8.73265433541574e-41	TRUE
NM_001017611	7546	10620	-0.492999760881407	-0.281455752623451	-13.069969526183	4.88851067820066e-39	6.92638425429089e-39	1.21761019107955e-40	TRUE
NM_001128700	394	960	-1.28483877615214	-1.07329476789419	-13.0633675225388	5.33161070484632e-39	7.54939342090105e-39	1.32713087063621e-40	TRUE
NM_001123294	976	1867	-0.935768874663315	-0.724224866405359	-13.059215951084	5.63046766844198e-39	7.97172023371228e-39	1.40137298778796e-40	TRUE
NM_001040339	190	600	-1.65896308216493	-1.44741907390698	-13.0531234705013	6.09944803846448e-39	8.63388054967719e-39	1.51777616717378e-40	TRUE
NM_001045316	93	404	-2.11905267164376	-1.90750866338581	-13.0339595684349	7.84295655397903e-39	1.10983195742117e-38	1.95100741184641e-40	TRUE
NM_001328705	5866	8457	-0.527768907534622	-0.316224899276666	-13.0252936159412	8.78624545175456e-39	1.24305034180242e-38	2.18519606859221e-40	TRUE
NM_001017754	36	267	-2.89077093024524	-2.67922692198729	-13.0198684998946	9.43332199627268e-39	1.33417265344445e-38	2.3453827565042e-40	TRUE
NM_001008634	4380	6520	-0.573941094629905	-0.362397086371949	-13.0021442059852	1.18960430794647e-38	1.68158949172406e-38	2.95611740146679e-40	TRUE
NM_001161333	271	745	-1.45894757399565	-1.2474035657377	-12.9772432653162	1.64702598958398e-38	2.32744815501635e-38	4.09149202341984e-40	TRUE
NM_001042694	4085	6128	-0.58508021889191	-0.373536210633954	-12.9676077511721	1.86768820713442e-38	2.63843312367217e-38	4.63818197477982e-40	TRUE
NM_001008655	121	461	-1.92975970315474	-1.71821569489679	-12.9596441785408	2.07206436734426e-38	2.92653067810843e-38	5.14463744335907e-40	TRUE
NM_001025546	220	652	-1.56736844070642	-1.35582443244846	-12.9498582694484	2.35388240800316e-38	3.32386017515853e-38	5.84311507189232e-40	TRUE
NM_001123061	198	611	-1.62567194973912	-1.41412794148116	-12.9437244050019	2.54962987105363e-38	3.59912867844083e-38	6.32701796057786e-40	TRUE
NM_001003617	3889	5865	-0.592731873481663	-0.381187865223707	-12.9289941917352	3.08832533250832e-38	4.35864473581865e-38	7.6621943784598e-40	TRUE
NM_001168317	52	306	-2.55694812455156	-2.3454041162936	-12.9283341228676	3.11495046623437e-38	4.39575700370852e-38	7.72743516490445e-40	TRUE
NM_001044859	2331	3772	-0.694380671546229	-0.482836663288273	-12.9040421965631	4.27092818505618e-38	6.02323106803677e-38	1.05884214077859e-39	TRUE
NM_001128782	32	253	-2.98299357469431	-2.77144956643635	-12.9023332248315	4.36672482726309e-38	6.15735635323069e-38	1.08236328937427e-39	TRUE
NM_001020798	0	193	-8.59245703726808	-8.38091302901012	-12.8918937294598	5.00007348371866e-38	7.0485570887342e-38	1.23908732587742e-39	TRUE
NM_001114921	1803	3040	-0.753671926898607	-0.54212791864065	-12.8740564459615	6.30043228495193e-38	8.87884895876405e-38	1.56083991016666e-39	TRUE
NM_001126415	445	1034	-1.21635894446117	-1.00481493620322	-12.8440078903433	9.29357139482449e-38	1.3085865922236e-37	2.30040423993866e-39	TRUE
NM_001102628	151	517	-1.77561573098986	-1.5640717227319	-12.8312040070997	1.09646859688933e-37	1.54372605617924e-37	2.71376306775708e-39	TRUE
NM_213122	265	726	-1.45397718854519	-1.24243318028723	-12.7706418638498	2.39173968969854e-37	3.36415544725451e-37	5.91395135840933e-39	TRUE
NM_001302786	28	238	-3.08746284125034	-2.87591883299238	-12.7527548548558	3.00920079923305e-37	4.23132225681353e-37	7.43837031340867e-39	TRUE
NM_001327908	24	226	-3.23521646169403	-3.02367245343608	-12.735274010765	3.76521872692144e-37	5.2910376596137e-37	9.3012763069566e-39	TRUE
NM_205570	220	643	-1.54731521380329	-1.33577120554533	-12.7140664835391	4.93973365517837e-37	6.93932287305406e-37	1.21988471029277e-38	TRUE
NM_001326616	17	204	-3.58496250072116	-3.3734184924632	-12.7052614411428	5.52843627136111e-37	7.76551361815045e-37	1.36512329857666e-38	TRUE
NM_001040368	653	1357	-1.05526582387242	-0.843721815614467	-12.7047812148317	5.56247766868897e-37	7.81250807611195e-37	1.37338459752246e-38	TRUE
NM_001007163	1566	2694	-0.782665638171261	-0.571121629913305	-12.7034567856306	5.65744477668317e-37	7.94505390133843e-37	1.39668523197409e-38	TRUE
NM_001080655	667	1378	-1.04681722151971	-0.83527321326175	-12.6930792690823	6.45952785015723e-37	9.06955471674898e-37	1.59436465639715e-38	TRUE
NM_001328542	110	429	-1.96347412397489	-1.75193011571693	-12.6728143335788	8.36581584393956e-37	1.17374558499652e-36	2.06336312505478e-38	TRUE
NM_001327746	394	942	-1.25753143015641	-1.04598742189845	-12.6709012374645	8.57238071044365e-37	1.20260081949012e-36	2.11408862092029e-38	TRUE
NM_001287098	48	289	-2.58996318177952	-2.37841917352157	-12.6682565377508	8.86631214116381e-37	1.24370517156619e-36	2.18634721378502e-38	TRUE
NM_001110486	3558	5391	-0.599486398963938	-0.387942390705982	-12.6004127758134	2.10042390231918e-36	2.94138640851199e-36	5.17075278445367e-38	TRUE
NM_001128781	250	691	-1.46675761572617	-1.25521360746822	-12.559321753122	3.53348690023823e-36	4.9425143045754e-36	8.68859648247102e-38	TRUE
NM_001257141	3515	5328	-0.600069393111363	-0.388525384853407	-12.5441269301492	4.28106614582448e-36	5.9844402084518e-36	1.05202297738579e-37	TRUE
NM_001127256	4303	6365	-0.564817673840411	-0.353273665582455	-12.5430579039318	4.33922465700733e-36	6.06510425682184e-36	1.0662031562126e-37	TRUE
NM_001256623	6355	9019	-0.505075355365854	-0.293531347107898	-12.5350323102291	4.8016572423131e-36	6.71076198993712e-36	1.1797052962799e-37	TRUE
NM_001327983	68	333	-2.29191552582092	-2.08037151756297	-12.5248607615397	5.45870635887159e-36	7.62505907075012e-36	1.34043236575811e-37	TRUE
NM_001002554	97	396	-2.02944377789248	-1.81789976963453	-12.4905177010888	8.41045761107148e-36	1.17359718848745e-35	2.0631022543102e-37	TRUE
NM_001002653	191	580	-1.60248026197919	-1.39093625372123	-12.4542191411136	1.32643362660164e-35	1.849169500954e-35	3.25071140544971e-37	TRUE
NM_001089502	91	382	-2.06963418783705	-1.8580901795791	-12.4519319918272	1.36500387228371e-35	1.90274130589527e-35	3.3448869135593e-37	TRUE
NM_001077545	2026	3313	-0.709504029279877	-0.497960021021921	-12.4395966500995	1.59306326807584e-35	2.22018022144487e-35	3.90292245480002e-37	TRUE
NM_001082851	259	700	-1.43440282414577	-1.22285881588782	-12.3842530024299	3.18032299996067e-35	4.42718996575366e-35	7.78269212656993e-37	TRUE
NM_001013264	8	167	-4.38370429247405	-4.1721602842161	-12.3795878293959	3.37069372420252e-35	4.69170773327084e-35	8.24769596930505e-37	TRUE
NM_200566	7597	10572	-0.476746603735741	-0.265202595477785	-12.3220145706857	6.89500165213449e-35	9.58324854939675e-35	1.68466846033918e-36	TRUE
NM_001003641	527	1140	-1.11315895741489	-0.901614949156935	-12.3195382133268	7.11002543852513e-35	9.88004991738446e-35	1.73684407709973e-36	TRUE
NM_001126389	32	238	-2.89481776330794	-2.68327375504999	-12.3024147094427	8.79062674975448e-35	1.22128620075137e-34	2.14693622193782e-36	TRUE
NM_001042696	70	331	-2.24140438986225	-2.0298603816043	-12.2911182928808	1.01097700764217e-34	1.40426325775468e-34	2.46859716531237e-36	TRUE
NM_001082924	22	209	-3.24792751344359	-3.03638350518563	-12.2713541044998	1.29076426779214e-34	1.79251934609985e-34	3.15112437223839e-36	TRUE
NM_001045383	38	253	-2.73506606125073	-2.52352205299277	-12.2638489461989	1.41610295959561e-34	1.96617164924515e-34	3.45639304670322e-36	TRUE
NM_001002511	89	372	-2.06342538014163	-1.85188137188368	-12.2599911790228	1.48516057592306e-34	2.0618395187521e-34	3.62457050927812e-36	TRUE
NM_001004668	63	314	-2.31734082539171	-2.10579681713375	-12.2568176079465	1.54447086428542e-34	2.14328836346956e-34	3.76775191495626e-36	TRUE
NM_001003633	1642	2766	-0.752347029372689	-0.540803021114733	-12.2529736972923	1.61946801868692e-34	2.24689619964106e-34	3.94988728684234e-36	TRUE
NM_001256697	24	214	-3.15650448567999	-2.94496047742204	-12.2357149878213	2.00332963431957e-34	2.77774519122662e-34	4.88308290283558e-36	TRUE
NM_001002107	27	222	-3.03952836418664	-2.82798435592868	-12.2123662908429	2.67008778172464e-34	3.69879172584552e-34	6.5022186681026e-36	TRUE
NM_001082804	0	169	-8.40087943628219	-8.18933542802423	-12.1858657974744	3.69706038440787e-34	5.11930157334951e-34	8.99937620852957e-36	TRUE
NM_213423	5854	8327	-0.508374078214278	-0.296830069956321	-12.1729266245587	4.33264341985347e-34	5.99876829743113e-34	1.05454175580168e-35	TRUE
NM_001114441	1785	2954	-0.726745751848327	-0.515201743590371	-12.1167391106767	8.61178458626228e-34	1.19111104469132e-33	2.09389039573582e-35	TRUE
NM_001328152	32	233	-2.86418614465428	-2.65264213639632	-12.0975878305668	1.08760179590446e-33	1.50365818226608e-33	2.64332653143393e-35	TRUE
NM_001281801	237	650	-1.45555265901756	-1.2440086507596	-12.0957508526989	1.11220691040093e-33	1.53751667510289e-33	2.70284740757815e-35	TRUE
NM_198815	287	737	-1.36061388241938	-1.14906987416143	-12.0942201849445	1.13313092724093e-33	1.56611782264287e-33	2.75312623624647e-35	TRUE
NR_125800	0	164	-8.35755200461808	-8.14600799636013	-12.0307263619278	2.44995792585472e-33	3.38035213533749e-33	5.94211703476307e-35	TRUE
NM_001130611	290	739	-1.34952146413122	-1.13797745587326	-12.0167868355805	2.90031730092262e-33	4.0002930424004e-33	7.03223701849039e-35	TRUE
NM_131202	289	737	-1.35059512659439	-1.13905111833644	-12.0096025668059	3.16361759630611e-33	4.36300210483031e-33	7.66985433020388e-35	TRUE
NM_001135103	4121	6065	-0.557513181727373	-0.345969173469417	-12.0059134046958	3.30791426109487e-33	4.56153315186502e-33	8.01885810654708e-35	TRUE
NM_001007134	176	536	-1.60665757182047	-1.39511356356252	-11.9997674915488	3.56295920825375e-33	4.91221941637627e-33	8.6353401754938e-35	TRUE
NM_001020567	2609	4063	-0.639048420413637	-0.427504412155681	-11.972041539046	4.97882607010169e-33	6.85859741491005e-33	1.20569373605468e-34	TRUE
NM_001018134	1059	1918	-0.856900131025794	-0.645356122767838	-11.9572360206162	5.95098969051216e-33	8.19611348258039e-33	1.44081976067845e-34	TRUE
